"PublishedIndicatorDetailId","PublishedIndicatorId","SourceIndicatorDetailId","IsMain","NameEN","NameAR","DefinationEN","DefinationAR","LabelEN","LabelAR","Format","BaseLineValue","BaseLineYear","TargetValue","TargetYear","DwhIndicatorName","ApplyUsdToQarConversion","ShowOutlook","FileName","UnitId","UnitEN","UnitAR","UnitCode","PolarityId","PolarityEN","PolarityAR","PolarityCode","ValueTypeId","ValueTypeEN","ValueTypeAR","ValueTypeCode","DataSourceId","DataSourceEN","DataSourceAR","DataSourceCode","AggregationTypeId","AggregationTypeEN","AggregationTypeAR","AggregationTypeCode","InputMethodId","InputMethodEN","InputMethodAR","InputMethodCode","CreatedAt","UpdatedAt"
"6825244a-5e9b-428e-85cf-08ddb7179f3f","61db52da-e839-40a4-3e54-08ddb7179f33","f5f68053-cc03-4fab-bec4-3e0d807beaab","True","Obesity Rate","معدل السمنة","-","-","Obesity Rate","معدل السمنة","0","","2024","38","2030","","False","False","","a4ede074-5957-46ab-a6e6-341e291f2080","%","%","%","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 10:50:31 AM",""
"1367abb3-a507-4b3f-85d0-08ddb7179f3f","d032d27f-d538-4da2-3e55-08ddb7179f33","2777a7d6-fd92-4d86-a4e5-964425cd0b1f","True","Smoking Rate","معدل التدخين","-","-","Smoking Rate","معدل التدخين","0","","2024","19","2030","","False","False","","a4ede074-5957-46ab-a6e6-341e291f2080","%","%","%","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 10:51:15 AM",""
"9b5ada69-9f88-498f-85d1-08ddb7179f3f","c63a248e-8060-4845-3e56-08ddb7179f33","c4abe7a5-763f-48ee-8ec5-d23606a9ab0d","True","Qatarization Rate for Public Entities (%)","نسبة التقطير في الجهات العامة","-","-","Qatarization Rate for Public Entities (%)","نسبة التقطير في الجهات العامة","0","","2024","45","2030","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 10:51:40 AM",""
"1710afd3-f77a-4a10-85d2-08ddb7179f3f","61f429d1-6c47-48ec-3e57-08ddb7179f33","34370404-d43e-4dc1-b654-7638e323c026","True","NTM frequency ratio (%)","نسبة التدابير غير الجمركية","-","-","NTM frequency ratio (%)","نسبة التدابير غير الجمركية","0","","2024","30","2024","","False","False","","a4ede074-5957-46ab-a6e6-341e291f2080","%","%","%","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 10:55:49 AM",""
"64efb2cf-1c77-441c-85d3-08ddb7179f3f","71f4a5b5-baea-4789-3e58-08ddb7179f33","21eb8427-d23e-4494-80ed-8d1c8d96de07","True","Business-funded BERD (as a proportion % of BERD)","نسبة إنفاق قطاع الأعمال الخاص على البحث والتطوير من إجمالي إنفاق الأعمال على البحث والتطوير","-","-","Business-funded BERD (as a proportion % of BERD)","نسبة إنفاق قطاع الأعمال الخاص على البحث والتطوير من إجمالي إنفاق الأعمال على البحث والتطوير","0","","2024","60","2030","","False","False","","a4ede074-5957-46ab-a6e6-341e291f2080","%","%","%","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 11:11:48 AM",""
"b5393475-2330-4e0e-85d4-08ddb7179f3f","4861f716-4a3f-4304-3e59-08ddb7179f33","ef50cf0a-caf5-411a-baf1-3f9ee3bae025","True","Yearly growth of sector operating entities: yearly new entrants (%)","Yearly growth of sector operating entities: yearly new entrants (%)","-","-","Yearly growth of sector operating entities: yearly new entrants (%)","Yearly growth of sector operating entities: yearly new entrants (%)","0","","2023","","","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 11:16:57 AM",""
"ffceca48-a542-414c-85d5-08ddb7179f3f","1a3c0f36-b514-4b19-3e5a-08ddb7179f33","5a3f629f-f0aa-4b48-b53d-17b4f6d18342","True","Sector jobs - non Qataris","Sector jobs - non Qataris","-","-","Sector jobs - non Qataris","Sector jobs - non Qataris","0","","2020","","","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 11:18:21 AM",""
"c660d479-c173-41f1-85d6-08ddb7179f3f","adb140b8-770f-4a34-3e5b-08ddb7179f33","974fb530-6661-4719-ada0-b0c9a8739b41","True","Exports (QAR, bn)","Exports (QAR, bn)","-","-","Exports (QAR, bn)","Exports (QAR, bn)","0","","2021","","","","False","False","","961dcb1d-b0c4-4e66-8434-8c75e6bb4d12","bn","مليار","bn","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","8686a5c3-72a6-4834-8ce9-11fe0479a77a","Qatar Chamber","غرفة تجارة وصناعة قطر","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 11:19:16 AM",""
"c7b40b07-1e8a-45c7-85d7-08ddb7179f3f","934bc0c8-5780-46b8-3e5c-08ddb7179f33","cdc59156-4680-4191-a18a-0a0fa5cf78b4","True","Yearly growth of sector operating entities: yearly closures (%)","Yearly growth of sector operating entities: yearly closures (%)","-","-","Yearly growth of sector operating entities: yearly closures (%)","Yearly growth of sector operating entities: yearly closures (%)","0","","2023","","","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","6b8715ba-be56-493a-8b21-28c104b71b6d","Decrease","انخفاض","decrease","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 11:19:49 AM",""
"e23f64b8-f7f8-4bf8-85d8-08ddb7179f3f","c9bfb3a0-2d3a-4895-3e5d-08ddb7179f33","aac166b8-ee0a-4a9c-9c0f-3d4cd9a22479","True","Annual write-off rate-1","Annual write-off rate-1","net loan losses written off/gross loan portfolio.","net loan losses written off/gross loan portfolio.","Annual write-off rate-1","Annual write-off rate-1","0","","2023","","","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","715a432f-ca97-42dc-a3ab-b2a1dcee2b2a","Qatar Development Bank","بنك قطر للتنمية","qdb","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 11:25:06 AM",""
"dc63fa85-73d2-41b8-85d9-08ddb7179f3f","c8b626a1-4f80-40ec-3e5e-08ddb7179f33","95cde7f3-dda0-4c7e-90b9-0ff557831ae8","True","ROI (Actual Received)","ROI (Actual Received) - (QAR, Bn)-1","-","-","ROI (Actual Received)","ROI (Actual Received) - (QAR, Bn)-1","0","0","2023","","","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","715a432f-ca97-42dc-a3ab-b2a1dcee2b2a","Qatar Development Bank","بنك قطر للتنمية","qdb","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 11:25:33 AM",""
"874ff68f-d991-4603-85e1-08ddb7179f3f","b92b131c-8a2e-49ef-3e64-08ddb7179f33","09bd0579-9655-46d3-866b-8ff8843f93d6","True","Percentage of Skilled Labor Out of the Total Labor Force-1","نسبة العمالة الماهرة من العمالة الإجمالية-2","-","-","Percentage of Skilled Labor Out of the Total Labor Force-1","نسبة العمالة الماهرة من العمالة الإجمالية-2","0","","2023","","","","False","False","","a4ede074-5957-46ab-a6e6-341e291f2080","%","%","%","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","e715ec0d-3afc-499b-a974-b4679a4e2ca0","Qatar Free Zone","منطقة قطر الحرة","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 1:48:32 PM",""
"ba5b32e4-8290-4e79-85e2-08ddb7179f3f","63073032-96e4-45fd-3e65-08ddb7179f33","6363cd50-dddf-4be5-960c-1f6348245281","True","Total Investments (QAR, m)-1","الاستثمارات الإجمالية (مليون ر.ق.)-2","-","-","Total Investments (QAR, m)-1","الاستثمارات الإجمالية (مليون ر.ق.)-2","0","","2023","","","","False","False","","7e29dc70-a806-4347-94a5-2069dc0cb086","m","مليون","m","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","e715ec0d-3afc-499b-a974-b4679a4e2ca0","Qatar Free Zone","منطقة قطر الحرة","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 1:50:52 PM",""
"025fc974-aae1-47e5-85e3-08ddb7179f3f","0f4a1200-7f7b-4f67-3e66-08ddb7179f33","03686c6d-63ab-4e70-ad96-bd86223b7294","True","Value of Assets Under Management (QAR, bn)-1","قيمة الأصول من الشركات-1","-","-","Value of Assets Under Management (QAR, bn)-1","قيمة الأصول من الشركات-1","0","","2023","","","","False","False","","961dcb1d-b0c4-4e66-8434-8c75e6bb4d12","bn","مليار","bn","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","3f90b83e-ac32-4c3d-afbd-ad3c31276dfe","Qatar Financial Center","مركز قطر للمال","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 1:53:09 PM",""
"9f93334f-708a-4682-85e4-08ddb7179f3f","f53e6941-a46d-4142-3e67-08ddb7179f33","68a75b22-354c-4579-a80f-863f03901f69","True","Number of Companies-1","عدد الشركات المسجلة-1","-","-","Number of Companies-1","عدد الشركات المسجلة-1","0","518","2018","","","","False","False","","b9f8781d-0b45-40de-a476-7d3e1ffdfca2","companies","شركات","companies","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","3f90b83e-ac32-4c3d-afbd-ad3c31276dfe","Qatar Financial Center","مركز قطر للمال","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 1:53:52 PM",""
"71c5d2eb-81ea-42c7-85e5-08ddb7179f3f","19d55db8-34f1-4697-3e68-08ddb7179f33","90fb1b4e-7a3c-4c91-a3ab-a77ccbcb2475","True","Number of Staff-1","عدد الموظفين-2","-","-","Number of Staff-1","عدد الموظفين-2","0","","2023","","","","False","False","","8c43c073-47a2-401e-a39e-96f51e389dc4","employee","موظف","employee","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","3f90b83e-ac32-4c3d-afbd-ad3c31276dfe","Qatar Financial Center","مركز قطر للمال","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 1:54:13 PM",""
"0082a971-fdd2-4f5e-85e6-08ddb7179f3f","ba86d4e8-86df-4abf-3e69-08ddb7179f33","94e82fa4-5d8f-48d5-9455-78b439ca7600","True","Percentage of Active Companies from Total Registered Companies (%)","نسبة الشركات النشطة من إجمالي الشركات المسجلة (%)","-","-","Percentage of Active Companies from Total Registered Companies (%)","نسبة الشركات النشطة من إجمالي الشركات المسجلة (%)","0","78","2018","","","","False","False","","a4ede074-5957-46ab-a6e6-341e291f2080","%","%","%","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","3f90b83e-ac32-4c3d-afbd-ad3c31276dfe","Qatar Financial Center","مركز قطر للمال","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 1:54:36 PM",""
"4b19ed02-60ba-463d-85e7-08ddb7179f3f","1c0c06df-a200-4826-3e6a-08ddb7179f33","b2b872c5-2bdd-419d-86ca-53d8f0ee8e62","True","Number of Companies Registered in the Stock Exchange-1","عدد الشركات المدرجة في البورصة-1","-","-","Number of Companies Registered in the Stock Exchange-1","عدد الشركات المدرجة في البورصة-1","0","","2023","","","","False","False","","b9f8781d-0b45-40de-a476-7d3e1ffdfca2","companies","شركات","companies","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","3f90b83e-ac32-4c3d-afbd-ad3c31276dfe","Qatar Financial Center","مركز قطر للمال","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 1:54:59 PM",""
"0ce12ad0-c3ec-4b12-85e8-08ddb7179f3f","9af398b9-ca7f-4451-3e6b-08ddb7179f33","6f0ed775-6eb2-43f8-8c9a-4bf1fdfe1578","True","Number of Agreements and MOUs-2","Number of Agreements and MOUs-2","-","-","Number of Agreements and MOUs-2","Number of Agreements and MOUs-2","0","117","2021","","","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","fa20ce3a-fc95-470c-983e-86d3e250a2fb","Investment Promotions Agency","وكالة ترويج الاستثمار","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 1:57:53 PM",""
